36
3, 3, 0.6729962802, 1.8811419218, 0.9975922840, -1.311539368, 0.10480407098438960, 0, 0, 0, 1, 0.76, 0.68, 0.69, 0, 0, 0, 0,
3, 2, 0.5592877864, 1.6980300086, 1.3928198750, 0.0424202889, 0.21743407995773545, 0, 0, 0, 1, 0.96, 0.88, 0.90, 0, 0, 0, 0,
3, 1, 0.6297345404, 1.6086212416, 1.2305029966, 0.4138920634, 0.01206095880633740, 0, 0, 0, 1, 1.19, 1.17, 1.15, 0, 0, 0, 0,
3, 0, 0.7336751974, 1.4842916232, 0.9704531287, 0.9562785899, -0.0773784722057833, 0, 0, 0, 1, 1.35, 1.32, 1.34, 0, 0, 0, 0,
2, 3, 0.7818095973, 2.1667187348, 0.9532307635, -1.555896679, 0.09689780979048912, 0, 0, 0, 1, 0.72, 0.65, 0.66, 0, 0, 0, 0,
2, 2, 0.6952220906, 1.9317629792, 1.4501614484, -0.544447189, 0.26867408233471580, 0, 0, 0, 1, 0.89, 0.84, 0.83, 0, 0, 0, 0,
2, 1, 0.6685929550, 1.8902036292, 1.4545720171, 0.2487286516, 0.12207611292656395, 0, 0, 0, 1, 1.09, 1.09, 1.12, 0, 0, 0, 0,
2, 0, 0.7452969278, 1.6982634151, 1.2256031792, 1.1648558502, -0.0701528868746344, 0, 0, 0, 1, 1.23, 1.21, 1.23, 0, 0, 0, 0,
1, 3, 0.9301195577, 2.6385266422, 1.2109725922, -2.764892431, 0.21370854807977224, 0, 0, 0, 1, 0.67, 0.60, 0.60, 0, 0, 0, 0,
1, 2, 0.8478399280, 2.3837914174, 1.6505245382, -1.304220664, 0.31763228805083801, 0, 0, 0, 1, 0.81, 0.77, 0.77, 0, 0, 0, 0,
1, 1, 0.7884462040, 2.3150529217, 1.7767632195, -0.093094534, 0.14708389921833387, 0, 0, 0, 1, 1.02, 0.95, 0.98, 0, 0, 0, 0,
1, 0, 0.9083902478, 2.0190062909, 1.5015712792, 0.5652748753, 0.12546729240423460, 0, 0, 0, 1, 1.17, 1.07, 1.08, 0, 0, 0, 0,
0, 3, 1.4464368980, 4.1208133980, 1.2625624791, -5.934012996, 0.47542565489529665, 0, 0, 0, 1, 0.60, 0.51, 0.50, 0, 0, 0, 0,
0, 2, 1.3112224616, 4.0262492570, 2.2408404193, -4.036194631, 0.30588059563254080, 0, 0, 0, 1, 0.69, 0.61, 0.61, 0, 0, 0, 0,
0, 1, 1.3165076011, 3.7410895676, 2.1988946828, -2.123375786, 0.31475875275465980, 0, 0, 0, 1, 0.79, 0.74, 0.75, 0, 0, 0, 0,
0, 0, 1.3232245456, 3.4004291237, 2.1659282148, -0.760519788, 0.34050330626027403, 0, 0, 0, 1, 0.89, 0.79, 0.81, 0, 0, 0, 0,
