36
8, 3, 0.3572724106, 0.9389324885, 0.7037257719, 0.1372743738, 0.09300477932615525, 0, 0, 0, 1, 1.00, 1.00, 1.00, 0, 0, 0, 0,
8, 2, 0.3727065422, 0.8382711396, 0.7431864451, 0.3425826935, 0.15270291839574135, 0, 0, 0, 1, 1.29, 1.38, 1.36, 0, 0, 0, 0,
8, 1, 0.4289852115, 0.8559605587, 0.6410886111, 0.5576411475, -0.0579133925165749, 0, 0, 0, 1, 1.71, 1.89, 1.87, 0, 0, 0, 0,
8, 0, 0.4461488809, 0.8383365586, 0.5972845577, 0.8631973146, -0.2317080862895793, 0, 0, 0, 1, 2.02, 2.17, 2.12, 0, 0, 0, 0,
7, 3, 0.3917332613, 1.0687957255, 0.8341580537, 0.0834752628, 0.12826612655464764, 0, 0, 0, 1, 0.93, 0.93, 0.94, 0, 0, 0, 0,
7, 2, 0.4062936476, 1.0001555970, 0.8654141069, 0.2258077870, 0.14629275192181623, 0, 0, 0, 1, 1.20, 1.25, 1.25, 0, 0, 0, 0,
7, 1, 0.4558645540, 0.9958984583, 0.7630260791, 0.5611036201, -0.0939035850204792, 0, 0, 0, 1, 1.59, 1.70, 1.68, 0, 0, 0, 0,
7, 0, 0.5133214523, 0.8981796316, 0.6574358190, 0.9420081076, -0.1857015844991388, 0, 0, 0, 1, 1.82, 1.96, 1.91, 0, 0, 0, 0,
6, 3, 0.4715488295, 1.2352449393, 0.8701324865, -0.304732107, 0.12238293913017450, 0, 0, 0, 1, 0.85, 0.85, 0.85, 0, 0, 0, 0,
6, 2, 0.4565230678, 1.1798775281, 0.8826248589, 0.3019507818, 0.04730620231455696, 0, 0, 0, 1, 1.13, 1.16, 1.15, 0, 0, 0, 0,
6, 1, 0.4493264917, 1.1678350835, 0.9172375392, 0.5783996566, -0.0610744304030568, 0, 0, 0, 1, 1.46, 1.53, 1.49, 0, 0, 0, 0,
6, 0, 0.4703867946, 1.0762741217, 0.8620516996, 1.0460882687, -0.1492213741844619, 0, 0, 0, 1, 1.64, 1.74, 1.71, 0, 0, 0, 0,
5, 3, 0.5459000605, 1.4567589643, 0.8923653660, -0.505926519, 0.12080035445833204, 0, 0, 0, 1, 0.83, 0.77, 0.78, 0, 0, 0, 0,
5, 2, 0.5588390398, 1.3031640419, 1.0040558802, -0.250776346, 0.18692418345555240, 0, 0, 0, 1, 1.07, 1.02, 1.03, 0, 0, 0, 0,
5, 1, 0.4763988053, 1.3137940389, 1.1193540347, 0.5594095947, -0.0086898445613492, 0, 0, 0, 1, 1.34, 1.39, 1.39, 0, 0, 0, 0,
5, 0, 0.5135273369, 1.2182809781, 0.9714434028, 1.1973633210, -0.1716874178159245, 0, 0, 0, 1, 1.56, 1.58, 1.57, 0, 0, 0, 0,
4, 3, 0.6153476081, 1.6434059392, 0.8743699525, -0.641044147, 0.05795248181464530, 0, 0, 0, 1, 0.80, 0.74, 0.75, 0, 0, 0, 0,
4, 2, 0.5480282265, 1.4211244180, 1.2730358835, -0.076868681, 0.30869555369035595, 0, 0, 0, 1, 1.02, 0.99, 0.99, 0, 0, 0, 0,
4, 1, 0.5758381854, 1.4405312495, 1.1610613905, 0.3532874526, 0.01360301766764138, 0, 0, 0, 1, 1.26, 1.26, 1.25, 0, 0, 0, 0,
4, 0, 0.6739324815, 1.3393137866, 0.8719039072, 1.0594861246, -0.1637632494190626, 0, 0, 0, 1, 1.44, 1.45, 1.46, 0, 0, 0, 0,
